SourceTextTitle,SourceTextCode,EventID,PageNumber,OrderWithinPage,begin_word,end_word
"Absalom, Absalom!",AA,15493,3,3.01,From a little after two oclock until almost sundown,Out of quiet thunderclap he would abrupt (man-horse-demon)
"Absalom, Absalom!",AA,15494,4,4.01,Out of quiet thunderclap he would abrupt (man-horse-demon),Then in the long unamaze Quentin seemed to watch
"Absalom, Absalom!",AA,15495,4,4.02,Then in the long unamaze Quentin seemed to watch,Then hearing would reconcile and he would
"Absalom, Absalom!",AA,15496,4,4.03,Then hearing would reconcile and he would,"""Because you are going away to attend the college"
"Absalom, Absalom!",AA,15497,5,5.01,"""Because you are going away to attend the college","""Yessum,"" Quentin said.  Only she dont mean that he thought."
"Absalom, Absalom!",AA,15499,5,5.02,"""Yessum,"" Quentin said.  Only she dont mean that he thought.",he had received by the hand of a small negro
"Absalom, Absalom!",AA,15500,5,5.03,he had received by the hand of a small negro,"He obeyed it immediately after the noon meal,"
"Absalom, Absalom!",AA,15501,6,6.01,"He obeyed it immediately after the noon meal,",It's because she wants it told he thought
"Absalom, Absalom!",AA,15502,6,6.02,It's because she wants it told he thought,- a woman who even in his (Quentin's) father's youth
"Absalom, Absalom!",AA,15503,6,6.03,- a woman who even in his (Quentin's) father's youth,It would be three hours yet before he would learn
"Absalom, Absalom!",AA,15504,7,7.01,It would be three hours yet before he would learn,"(""But why tell me about it?"" he said to"
"Absalom, Absalom!",AA,15505,7,7.02,"(""But why tell me about it?"" he said to","Whatever her reason for choosing him, whether it was"
"Absalom, Absalom!",AA,15506,8,8.01,"Whatever her reason for choosing him, whether it was","""He wasn't a gentleman.  He wasn't even a gentleman."
"Absalom, Absalom!",AA,15507,9,9.01,"""He wasn't a gentleman.  He wasn't even a gentleman.",and it was mine and Ellen's father who gave him that.
"Absalom, Absalom!",AA,15508,9,9.02,and it was mine and Ellen's father who gave him that.,then later blind woman mother fool when she lay
"Absalom, Absalom!",AA,15509,10,10.01,then later blind woman mother fool when she lay,"and only I, a child, a child, mind you, four years"
"Absalom, Absalom!",AA,15510,10,10.02,"and only I, a child, a child, mind you, four years","Yes, blind romantic fool, who did not even have"
"Absalom, Absalom!",AA,15511,10,10.03,"Yes, blind romantic fool, who did not even have",a man who rode into town out of nowhere
"Absalom, Absalom!",AA,15512,10,10.04,a man who rode into town out of nowhere,"""No, not even a gentleman.  Marrying Ellen or"
"Absalom, Absalom!",AA,15513,11,11.01,"""No, not even a gentleman.  Marrying Ellen or",Because he was too young.  He was just twenty-five
"Absalom, Absalom!",AA,15514,11,11.02,Because he was too young.  He was just twenty-five,"""No.  I hold no more brief for Ellen than"
"Absalom, Absalom!",AA,15515,12,12.01,"""No.  I hold no more brief for Ellen than",since apparently and for what reason Heaven has not
"Absalom, Absalom!",AA,15521,12,12.02,since apparently and for what reason Heaven has not,"I saw what had happened to Ellen, my sister."
"Absalom, Absalom!",AA,15524,12,12.03,"I saw what had happened to Ellen, my sister.","""No.  I hold no brief for myself.  I don't plead"
"Absalom, Absalom!",AA,15527,12,12.04,"""No.  I hold no brief for myself.  I don't plead",Is it any wonder that Heaven saw fit
"Absalom, Absalom!",AA,15529,13,13.01,Is it any wonder that Heaven saw fit,"""But that it should have been our father, mine"
"Absalom, Absalom!",AA,15537,13,13.02,"""But that it should have been our father, mine","So that even I, a child still too young"
"Absalom, Absalom!",AA,15541,14,14.01,"So that even I, a child still too young","""Yessum,"" Quentin said.  ""Yes,"" the grim quiet voice"
"Absalom, Absalom!",AA,15542,14,14.02,"""Yessum,"" Quentin said.  ""Yes,"" the grim quiet voice","""Because I was born too late.  I was born"
"Absalom, Absalom!",AA,15543,15,15.01,"""Because I was born too late.  I was born",It should have been later than it was;
"Absalom, Absalom!",AA,15545,15,15.02,It should have been later than it was;,"""Yes.  I was born too late.  I was a child"
"Absalom, Absalom!",AA,15546,15,15.03,"""Yes.  I was born too late.  I was a child","it was the minister himself, speaking in the name"
"Absalom, Absalom!",AA,15549,16,16.01,"it was the minister himself, speaking in the name",And this time it was not even the minister.
"Absalom, Absalom!",AA,15551,17,17.01,And this time it was not even the minister.,Because this Sunday when Ellen and the children
"Absalom, Absalom!",AA,15552,17,17.02,Because this Sunday when Ellen and the children,As soon as papa and I entered those gates
"Absalom, Absalom!",AA,15553,18,18.01,As soon as papa and I entered those gates,"""Yes.  From themselves.  Not from him, not from anybody,"
"Absalom, Absalom!",AA,15554,19,19.01,"""Yes.  From themselves.  Not from him, not from anybody,","""So it was six years now, though it was"
"Absalom, Absalom!",AA,15555,20,20.01,"""So it was six years now, though it was",She accepted that - not reconciled: accepted - as though
"Absalom, Absalom!",AA,15556,20,20.02,She accepted that - not reconciled: accepted - as though,It was a summer of wistaria.  The twilight was
"Absalom, Absalom!",AA,15557,23,23.01,It was a summer of wistaria.  The twilight was,"- the odor, the scent, which five months later"
"Absalom, Absalom!",AA,15558,23,23.02,"- the odor, the scent, which five months later","the listening, the hearing in 1909 even yet"
"Absalom, Absalom!",AA,15559,23,23.03,"the listening, the hearing in 1909 even yet",- a Sunday morning in June with the bells
"Absalom, Absalom!",AA,15560,23,23.04,- a Sunday morning in June with the bells,That was all that the town was to know
"Absalom, Absalom!",AA,15561,24,24.01,That was all that the town was to know,He had apparently come into town from the south
"Absalom, Absalom!",AA,15562,24,24.02,He had apparently come into town from the south,though it was years before the town learned
"Absalom, Absalom!",AA,15563,24,24.03,though it was years before the town learned,- the strong spent horse and the clothes
"Absalom, Absalom!",AA,15564,24,24.04,- the strong spent horse and the clothes,of which Miss Coldfield told Quentin
"Absalom, Absalom!",AA,15565,24,24.05,of which Miss Coldfield told Quentin,with the butts worn smooth as pickhandles and
"Absalom, Absalom!",AA,15566,24,24.06,with the butts worn smooth as pickhandles and,He had a room in the Holston House
"Absalom, Absalom!",AA,15567,25,25.01,He had a room in the Holston House,it was years later before even Quentin's grandfather
"Absalom, Absalom!",AA,15568,25,25.02,it was years later before even Quentin's grandfather,it was General Compson who first realized that
"Absalom, Absalom!",AA,15569,25,25.03,it was General Compson who first realized that,"So they would catch him, run him to earth,"
"Absalom, Absalom!",AA,15570,25,25.04,"So they would catch him, run him to earth,",It was the Chickasaw Indian agent with or
"Absalom, Absalom!",AA,15571,25,25.05,It was the Chickasaw Indian agent with or,But he owned land among them now and
"Absalom, Absalom!",AA,15572,26,26.01,But he owned land among them now and,what Sutpen's future and then unborn sister-in-law
"Absalom, Absalom!",AA,15574,26,26.02,what Sutpen's future and then unborn sister-in-law,that he had found some unique and practical way
"Absalom, Absalom!",AA,15575,26,26.03,that he had found some unique and practical way,Years later the town learned that he had come
"Absalom, Absalom!",AA,15576,26,26.04,Years later the town learned that he had come,and he did not have much chance to look at Jefferson
"Absalom, Absalom!",AA,15577,26,26.05,and he did not have much chance to look at Jefferson,later Sutpen told Quentin's grandfather that on that
"Absalom, Absalom!",AA,15578,27,27.01,later Sutpen told Quentin's grandfather that on that,So the legend of the wild men came gradually
"Absalom, Absalom!",AA,15579,27,27.02,So the legend of the wild men came gradually,"So he and the twenty negroes worked together,"
"Absalom, Absalom!",AA,15580,28,28.01,"So he and the twenty negroes worked together,",But he was a good architect; Quentin knew
"Absalom, Absalom!",AA,15582,28,28.02,But he was a good architect; Quentin knew,"And not only an architect, as General Compson said,"
"Absalom, Absalom!",AA,15583,29,29.01,"And not only an architect, as General Compson said,",(even General Compson did not know yet)
"Absalom, Absalom!",AA,15584,29,29.02,(even General Compson did not know yet),and so created out of Sutpen's very defeat
"Absalom, Absalom!",AA,15585,29,29.03,and so created out of Sutpen's very defeat,"So when, at the expiration of this second phase,"
"Absalom, Absalom!",AA,15586,31,31.01,"So when, at the expiration of this second phase,",Because from that day there were no more
"Absalom, Absalom!",AA,15587,32,32.01,Because from that day there were no more,"""Then one day he quitted Jefferson for the second"
"Absalom, Absalom!",AA,15588,33,33.01,"""Then one day he quitted Jefferson for the second","""The town should have been accustomed to that"
"Absalom, Absalom!",AA,15589,33,33.02,"""The town should have been accustomed to that","""So at last civic virtue came to a boil."
"Absalom, Absalom!",AA,15590,34,34.01,"""So at last civic virtue came to a boil.","All I ever heard is how the town, the men"
"Absalom, Absalom!",AA,15591,34,34.02,"All I ever heard is how the town, the men","""So they sat on their horses and waited for him."
"Absalom, Absalom!",AA,15592,35,35.01,"""So they sat on their horses and waited for him.","""They waited for him again.  The crowd was"
"Absalom, Absalom!",AA,15593,36,36.01,"""They waited for him again.  The crowd was","They took him back to town, with the ladies"
"Absalom, Absalom!",AA,15594,36,36.02,"They took him back to town, with the ladies",and late that afternoon he returned home
"Absalom, Absalom!",AA,15595,36,36.03,and late that afternoon he returned home,"Two months later, he and Miss Ellen were married."
"Absalom, Absalom!",AA,15596,37,37.01,"Two months later, he and Miss Ellen were married.","""It was the wedding which caused the tears: not"
"Absalom, Absalom!",AA,15597,37,37.02,"""It was the wedding which caused the tears: not","""When they were married, there were just ten people"
"Absalom, Absalom!",AA,15598,39,39.01,"""When they were married, there were just ten people",That was the other half of the reason for Ellen's tears.
"Absalom, Absalom!",AA,15599,39,39.02,That was the other half of the reason for Ellen's tears.,like he must have been from the day when
"Absalom, Absalom!",AA,15600,40,40.01,like he must have been from the day when,Just the same age that Henry was that night
"Absalom, Absalom!",AA,15601,40,40.02,Just the same age that Henry was that night,"set out into a world which even in theory,"
"Absalom, Absalom!",AA,15602,40,40.03,"set out into a world which even in theory,",that unsleeping care which must have known that
"Absalom, Absalom!",AA,15603,41,41.01,that unsleeping care which must have known that,when they reached the church for the rehearsal
"Absalom, Absalom!",AA,15604,41,41.02,when they reached the church for the rehearsal,though by the next day it had become just quiet
"Absalom, Absalom!",AA,15605,42,42.01,though by the next day it had become just quiet,She spent all the next day going from house
"Absalom, Absalom!",AA,15606,42,42.02,She spent all the next day going from house,"even twenty years after that day, when he would"
"Absalom, Absalom!",AA,15607,42,42.03,"even twenty years after that day, when he would","""She covered the town that morning.  It did"
"Absalom, Absalom!",AA,15608,42,42.04,"""She covered the town that morning.  It did",by nightfall the circumstances of the situation had spread
"Absalom, Absalom!",AA,15609,42,42.05,by nightfall the circumstances of the situation had spread,which they were holding at the door when the carriage
"Absalom, Absalom!",AA,15610,43,43.01,which they were holding at the door when the carriage,"faces which even Ellen was not to remember,"
"Absalom, Absalom!",AA,15611,44,44.01,"faces which even Ellen was not to remember,","If he threw her over, I wouldn't think she would"
"Absalom, Absalom!",AA,15612,46,46.01,"If he threw her over, I wouldn't think she would","After Mr Coldfield died in '64, Miss Rosa moved out"
"Absalom, Absalom!",AA,15613,46,46.02,"After Mr Coldfield died in '64, Miss Rosa moved out","She (Miss Rosa) was born in 1845, with her sister"
"Absalom, Absalom!",AA,15614,46,46.03,"She (Miss Rosa) was born in 1845, with her sister",- that man who was later to nail himself in
"Absalom, Absalom!",AA,15615,47,47.01,- that man who was later to nail himself in,- and the aunt who even ten years later was still
"Absalom, Absalom!",AA,15616,47,47.02,- and the aunt who even ten years later was still,"Perhaps she saw in her father's death, in the"
"Absalom, Absalom!",AA,15617,47,47.03,"Perhaps she saw in her father's death, in the","(Yes, Clytie was his daughter too: Clytemnestra.  He named"
"Absalom, Absalom!",AA,15618,48,48.01,"(Yes, Clytie was his daughter too: Clytemnestra.  He named","When he returned home in '66, she had not"
"Absalom, Absalom!",AA,15619,48,48.02,"When he returned home in '66, she had not",And on the four or five occasions during the year
"Absalom, Absalom!",AA,15620,49,49.01,And on the four or five occasions during the year,"That was the face which, when she saw it at all,"
"Absalom, Absalom!",AA,15621,50,50.01,"That was the face which, when she saw it at all,",until the night the aunt climbed out the window
"Absalom, Absalom!",AA,15622,50,50.02,until the night the aunt climbed out the window,there was not only no one to make her try
"Absalom, Absalom!",AA,15623,50,50.03,there was not only no one to make her try,"(and who would have been, if her life had not"
"Absalom, Absalom!",AA,15624,51,51.01,"(and who would have been, if her life had not","and against Judith already taller than Ellen, and Henry"
"Absalom, Absalom!",AA,15625,51,51.02,"and against Judith already taller than Ellen, and Henry",Then one year they did not go.  Doubtless Mr Coldfield
"Absalom, Absalom!",AA,15626,52,52.01,Then one year they did not go.  Doubtless Mr Coldfield,Now the period began which ended in the catastrophe
"Absalom, Absalom!",AA,15627,53,53.01,Now the period began which ended in the catastrophe,"Although she was not to see Sutpen again for years,"
"Absalom, Absalom!",AA,15628,53,53.02,"Although she was not to see Sutpen again for years,",Often twice and sometimes three times a week
"Absalom, Absalom!",AA,15629,54,54.01,Often twice and sometimes three times a week,"and one time, in the summer when Judith was seventeen,"
"Absalom, Absalom!",AA,15630,55,55.01,"and one time, in the summer when Judith was seventeen,",They would enter that dim grim tight little house
"Absalom, Absalom!",AA,15631,55,55.02,They would enter that dim grim tight little house,When they came to town next and the carriage
"Absalom, Absalom!",AA,15632,56,56.01,When they came to town next and the carriage,That summer she saw Henry again too.  She
"Absalom, Absalom!",AA,15633,56,56.02,That summer she saw Henry again too.  She,although he had been home Christmas with his friend
"Absalom, Absalom!",AA,15634,56,56.03,although he had been home Christmas with his friend,"So she did not see him until the following summer,"
"Absalom, Absalom!",AA,15635,56,56.04,"So she did not see him until the following summer,",Because Sutpen was acting his role too.  He had
"Absalom, Absalom!",AA,15636,56,56.05,Because Sutpen was acting his role too.  He had,"""There goes - "" your grandmother said.  But Miss Rosa"
"Absalom, Absalom!",AA,15637,57,57.01,"""There goes - "" your grandmother said.  But Miss Rosa","Then she stopped seeing Ellen even.  That is,"
"Absalom, Absalom!",AA,15638,57,57.02,"Then she stopped seeing Ellen even.  That is,",then to come to the house and fill it too
"Absalom, Absalom!",AA,15639,58,58.01,then to come to the house and fill it too,"Charles Bon of New Orleans, Henry's friend who was"
"Absalom, Absalom!",AA,15641,58,58.02,"Charles Bon of New Orleans, Henry's friend who was","Miss Rosa never saw him; this was a picture, an image."
"Absalom, Absalom!",AA,15643,58,58.03,"Miss Rosa never saw him; this was a picture, an image.","This, while Miss Rosa, not listening, who had got"
"Absalom, Absalom!",AA,15644,59,59.01,"This, while Miss Rosa, not listening, who had got",It sounded like a fairy tale when Ellen
"Absalom, Absalom!",AA,15645,60,60.01,It sounded like a fairy tale when Ellen,"But to Miss Rosa it must have been authentic,"
"Absalom, Absalom!",AA,15647,60,60.02,"But to Miss Rosa it must have been authentic,",Naturally there is no known rejoinder to this.
"Absalom, Absalom!",AA,15648,60,60.03,Naturally there is no known rejoinder to this.,She could not have got it anywhere else.
"Absalom, Absalom!",AA,15649,60,60.04,She could not have got it anywhere else.,So she would have to get the material
"Absalom, Absalom!",AA,15650,60,60.05,So she would have to get the material,So she didn't even see Ellen anymore.  Apparently
"Absalom, Absalom!",AA,15651,61,61.01,So she didn't even see Ellen anymore.  Apparently,Henry had just vanished.  She heard of that too
"Absalom, Absalom!",AA,15652,61,61.02,Henry had just vanished.  She heard of that too,Henry just vanished: she heard just what the town
"Absalom, Absalom!",AA,15653,62,62.01,Henry just vanished: she heard just what the town,That's what Miss Rosa heard.  Nobody knows what she thought.
"Absalom, Absalom!",AA,15654,62,62.02,That's what Miss Rosa heard.  Nobody knows what she thought.,She was still doing that when Mississippi seceded and
"Absalom, Absalom!",AA,15655,63,63.01,She was still doing that when Mississippi seceded and,"The fat, the stomach, came later.  It came upon him"
"Absalom, Absalom!",AA,15656,63,63.02,"The fat, the stomach, came later.  It came upon him",She did not see the regiment depart because
"Absalom, Absalom!",AA,15657,64,64.01,She did not see the regiment depart because,(but not the marriage of the aunt; it was Miss Rosa
"Absalom, Absalom!",AA,15658,64,64.02,(but not the marriage of the aunt; it was Miss Rosa,"had been duly entered in his neat clerk's hand,"
"Absalom, Absalom!",AA,15659,64,64.03,"had been duly entered in his neat clerk's hand,",Then one morning he learned that his store
"Absalom, Absalom!",AA,15660,64,64.04,Then one morning he learned that his store,Now Miss Rosa's life consisted of keeping it in herself
"Absalom, Absalom!",AA,15661,65,65.01,Now Miss Rosa's life consisted of keeping it in herself,which when your grandfather saw it in 1885
"Absalom, Absalom!",AA,15662,65,65.02,which when your grandfather saw it in 1885,Then he died.  One morning the hand did not
"Absalom, Absalom!",AA,15663,65,65.03,Then he died.  One morning the hand did not,Even the two negresses which he had freed
"Absalom, Absalom!",AA,15664,66,66.01,Even the two negresses which he had freed,"So when he died, he had nothing, not only saved"
"Absalom, Absalom!",AA,15665,66,66.02,"So when he died, he had nothing, not only saved","So Miss Rosa was both pauper and orphan, with"
"Absalom, Absalom!",AA,15666,66,66.03,"So Miss Rosa was both pauper and orphan, with","Ellen was dead two years now - the butterfly,"
"Absalom, Absalom!",AA,15668,66,66.04,"Ellen was dead two years now - the butterfly,","(Henry up to now was just vanished, his birthright"
"Absalom, Absalom!",AA,15669,67,67.01,"(Henry up to now was just vanished, his birthright",to protect the remaining child.  So the natural thing
"Absalom, Absalom!",AA,15670,67,67.02,to protect the remaining child.  So the natural thing,That's what she would have been expected to do.
"Absalom, Absalom!",AA,15671,68,68.01,That's what she would have been expected to do.,The first intimation she had had in four years
"Absalom, Absalom!",AA,15672,69,69.01,The first intimation she had had in four years,It was still not dark enough for Quentin
"Absalom, Absalom!",AA,15673,70,70.01,It was still not dark enough for Quentin,where even now the only alteration toward darkness
"Absalom, Absalom!",AA,15674,71,71.01,where even now the only alteration toward darkness,"""Because Henry loved Bon.  He repudiated blood birthright"
"Absalom, Absalom!",AA,15675,71,71.02,"""Because Henry loved Bon.  He repudiated blood birthright",and on whose dead body four years later
"Absalom, Absalom!",AA,15676,71,71.03,and on whose dead body four years later,So much so that he (Henry) could give his father
"Absalom, Absalom!",AA,15677,71,71.04,So much so that he (Henry) could give his father,and must have repeated while he and Bon
"Absalom, Absalom!",AA,15678,72,72.01,and must have repeated while he and Bon,I can imagine him and Sutpen in the library
"Absalom, Absalom!",AA,15679,72,72.02,I can imagine him and Sutpen in the library,"That was why the four years, the probation."
"Absalom, Absalom!",AA,15680,72,72.03,"That was why the four years, the probation.","this man, this youth scarcely twenty, who had"
"Absalom, Absalom!",AA,15681,72,72.04,"this man, this youth scarcely twenty, who had","""It was Henry's probation; Henry holding all three"
"Absalom, Absalom!",AA,15682,73,73.01,"""It was Henry's probation; Henry holding all three",until that afternoon four years later when
"Absalom, Absalom!",AA,15683,73,73.02,until that afternoon four years later when,she just waked the next morning and they
"Absalom, Absalom!",AA,15684,73,73.03,she just waked the next morning and they,And Bon: Henry would have no more told
"Absalom, Absalom!",AA,15685,73,73.04,And Bon: Henry would have no more told,Bon must have learned of Sutpen's visit to
"Absalom, Absalom!",AA,15686,73,73.05,Bon must have learned of Sutpen's visit to,He is the curious one to me.  He came
"Absalom, Absalom!",AA,15687,74,74.01,He is the curious one to me.  He came,"Because you will see the letter, not the first"
"Absalom, Absalom!",AA,15688,75,75.01,"Because you will see the letter, not the first",but because she brought it herself and gave
"Absalom, Absalom!",AA,15689,75,75.02,but because she brought it herself and gave,Because he was her first and last sweetheart.  She must
"Absalom, Absalom!",AA,15690,75,75.03,Because he was her first and last sweetheart.  She must,this man whom Henry first saw riding perhaps
"Absalom, Absalom!",AA,15691,76,76.01,this man whom Henry first saw riding perhaps,"Perhaps that is what went on, not in Henry's mind"
"Absalom, Absalom!",AA,15692,77,77.01,"Perhaps that is what went on, not in Henry's mind","""Yes, Henry: not Bon, as witness the entire queerly placid"
"Absalom, Absalom!",AA,15693,77,77.02,"""Yes, Henry: not Bon, as witness the entire queerly placid",Henry who up to that time had never even been
"Absalom, Absalom!",AA,15694,77,77.03,Henry who up to that time had never even been,"this man who later showed the same indolence,"
"Absalom, Absalom!",AA,15695,78,78.01,"this man who later showed the same indolence,","And yet, four years later, Henry had to kill"
"Absalom, Absalom!",AA,15696,79,79.01,"And yet, four years later, Henry had to kill","So it must have been Henry who seduced Judith,"
"Absalom, Absalom!",AA,15697,79,79.02,"So it must have been Henry who seduced Judith,",that telepathy with which as children they seemed
"Absalom, Absalom!",AA,15698,79,79.03,that telepathy with which as children they seemed,"""You see? there they are: this girl, this young countrybred"
"Absalom, Absalom!",AA,15699,79,79.04,"""You see? there they are: this girl, this young countrybred","""They came from the University to spend"
"Absalom, Absalom!",AA,15700,80,80.01,"""They came from the University to spend",yet to remember so that four years later
"Absalom, Absalom!",AA,15701,80,80.02,yet to remember so that four years later,"Ellen, the esoteric, the almost baroque, the almost"
"Absalom, Absalom!",AA,15702,81,81.01,"Ellen, the esoteric, the almost baroque, the almost","Sutpen, the man whom, after seeing once and"
"Absalom, Absalom!",AA,15703,81,81.02,"Sutpen, the man whom, after seeing once and",They stayed two weeks and rode back to school
"Absalom, Absalom!",AA,15704,81,81.03,They stayed two weeks and rode back to school,they passed the long term before the summer vacation
"Absalom, Absalom!",AA,15705,81,81.04,they passed the long term before the summer vacation,and Ellen and Judith now shopping two and three
"Absalom, Absalom!",AA,15706,81,81.05,and Ellen and Judith now shopping two and three,"and Sutpen, who had seen Bon once and was in"
"Absalom, Absalom!",AA,15707,82,82.01,"and Sutpen, who had seen Bon once and was in","""Then June came and the end of the school year"
"Absalom, Absalom!",AA,15708,82,82.02,"""Then June came and the end of the school year","Yet there was the body which Miss Rosa saw,"
"Absalom, Absalom!",AA,15709,82,82.03,"Yet there was the body which Miss Rosa saw,",And this: the fact that even an undefined and never-spoken
"Absalom, Absalom!",AA,15710,83,83.01,And this: the fact that even an undefined and never-spoken,Then Bon rode on to the River and took the
"Absalom, Absalom!",AA,15711,83,83.02,Then Bon rode on to the River and took the,But Henry did not go this time.  He rode
"Absalom, Absalom!",AA,15712,83,83.03,But Henry did not go this time.  He rode,But Bon did return.  He and Henry met again
"Absalom, Absalom!",AA,15713,83,83.04,But Bon did return.  He and Henry met again,"and it came to him: Christmas, and Henry and Bon"
"Absalom, Absalom!",AA,15714,84,84.01,"and it came to him: Christmas, and Henry and Bon","""They went to New Orleans.  They rode through the"
"Absalom, Absalom!",AA,15717,84,84.02,"""They went to New Orleans.  They rode through the",Bon who for a year and a half now
"Absalom, Absalom!",AA,15718,85,85.01,Bon who for a year and a half now,"Yet here is the letter, sent four years afterward,"
"Absalom, Absalom!",AA,15719,85,85.02,"Yet here is the letter, sent four years afterward,",So whether Henry now knew about the other woman
"Absalom, Absalom!",AA,15720,85,85.03,So whether Henry now knew about the other woman,"""And I can imagine how Bon told Henry,"
"Absalom, Absalom!",AA,15721,86,86.01,"""And I can imagine how Bon told Henry,","So I can imagine him, the way he did it,"
"Absalom, Absalom!",AA,15725,87,87.01,"So I can imagine him, the way he did it,","a wall, unscalable, a gate ponderously locked,"
"Absalom, Absalom!",AA,15727,89,89.01,"a wall, unscalable, a gate ponderously locked,","being carried by the friend, the mentor, through one"
"Absalom, Absalom!",AA,15728,90,90.01,"being carried by the friend, the mentor, through one","and returned to Bon's rooms, for that while impotent"
"Absalom, Absalom!",AA,15729,91,91.01,"and returned to Bon's rooms, for that while impotent","""So that was all.  It should have been all;"
"Absalom, Absalom!",AA,15730,94,94.01,"""So that was all.  It should have been all;","That spring they returned north, into Mississippi."
"Absalom, Absalom!",AA,15731,94,94.02,"That spring they returned north, into Mississippi.","""And Judith: how else to explain her but"
"Absalom, Absalom!",AA,15732,95,95.01,"""And Judith: how else to explain her but","who while Henry screamed and vomited, looked"
"Absalom, Absalom!",AA,15733,95,95.02,"who while Henry screamed and vomited, looked",Because she could not have known the reason
"Absalom, Absalom!",AA,15734,95,95.03,Because she could not have known the reason,"""Have you noticed how so often when we"
"Absalom, Absalom!",AA,15735,96,96.01,"""Have you noticed how so often when we","Judith, giving implicit trust where she had given"
"Absalom, Absalom!",AA,15736,96,96.02,"Judith, giving implicit trust where she had given",the same two calm impenetrable faces seen together
"Absalom, Absalom!",AA,15737,96,96.03,the same two calm impenetrable faces seen together,because Bon and Henry must have enrolled
"Absalom, Absalom!",AA,15738,97,97.01,because Bon and Henry must have enrolled,they did not join the company until after it
"Absalom, Absalom!",AA,15739,98,98.01,they did not join the company until after it,He received a lieutenancy before the company
"Absalom, Absalom!",AA,15740,98,98.02,He received a lieutenancy before the company,"the private who carried that officer, shot through"
"Absalom, Absalom!",AA,15741,98,98.03,"the private who carried that officer, shot through","""And Judith.  She lived alone now.  Perhaps she"
"Absalom, Absalom!",AA,15742,99,99.01,"""And Judith.  She lived alone now.  Perhaps she",and the negroes - the wild stock with which he had
"Absalom, Absalom!",AA,15743,99,99.02,and the negroes - the wild stock with which he had,"she lived in anything but solitude, what with Ellen"
"Absalom, Absalom!",AA,15744,99,99.03,"she lived in anything but solitude, what with Ellen","and Wash Jones, living in the abandoned and rotting"
"Absalom, Absalom!",AA,15745,99,99.04,"and Wash Jones, living in the abandoned and rotting",who until Sutpen went away had never approached
"Absalom, Absalom!",AA,15746,99,99.05,who until Sutpen went away had never approached,not solitude and certainly not idleness: the same
